A.C.A.A	A.C.A.C	A.C.A.G	A.C.A.T	C.C.A.A	C.C.A.C	C.C.A.G	C.C.A.T	G.C.A.A	G.C.A.C	G.C.A.G	G.C.A.T	T.C.A.A	T.C.A.C	T.C.A.G	T.C.A.T	A.C.G.A	A.C.G.C	A.C.G.G	A.C.G.T	C.C.G.A	C.C.G.C	C.C.G.G	C.C.G.T	G.C.G.A	G.C.G.C	G.C.G.G	G.C.G.T	T.C.G.A	T.C.G.C	T.C.G.G	T.C.G.T	A.C.T.A	A.C.T.C	A.C.T.G	A.C.T.T	C.C.T.A	C.C.T.C	C.C.T.G	C.C.T.T	G.C.T.A	G.C.T.C	G.C.T.G	G.C.T.T	T.C.T.A	T.C.T.C	T.C.T.G	T.C.T.T	A.T.A.A	A.T.A.C	A.T.A.G	A.T.A.T	C.T.A.A	C.T.A.C	C.T.A.G	C.T.A.T	G.T.A.A	G.T.A.C	G.T.A.G	G.T.A.T	T.T.A.A	T.T.A.C	T.T.A.G	T.T.A.T	A.T.C.A	A.T.C.C	A.T.C.G	A.T.C.T	C.T.C.A	C.T.C.C	C.T.C.G	C.T.C.T	G.T.C.A	G.T.C.C	G.T.C.G	G.T.C.T	T.T.C.A	T.T.C.C	T.T.C.G	T.T.C.T	A.T.G.A	A.T.G.C	A.T.G.G	A.T.G.T	C.T.G.A	C.T.G.C	C.T.G.G	C.T.G.T	G.T.G.A	G.T.G.C	G.T.G.G	G.T.G.T	T.T.G.A	T.T.G.C	T.T.G.G	T.T.G.T
V0D56W_2_chr3_chr3-60596-197842358-gain	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	1	0	0	0	0	2	1	0	0	2
PD26426_1_chr3_chr3-164335107-197742603-gain	2	1	0	2	2	2	0	5	4	0	0	1	1	2	0	5	2	0	0	2	0	0	0	1	0	0	0	0	1	1	0	2	1	3	4	4	3	3	1	3	2	1	4	1	2	2	2	2	1	0	0	4	0	1	0	3	1	0	0	0	0	1	2	2	3	0	2	0	1	1	2	4	2	4	2	3	1	2	0	3	3	0	0	0	0	0	1	1	0	0	2	1	0	1	0	5
PD26410_1_chr3_chr3-60596-197846280-gain	7	6	1	7	5	1	2	6	3	3	0	10	6	7	0	6	6	4	0	2	1	2	0	1	1	3	1	2	1	1	1	5	8	4	17	8	16	7	5	8	7	3	12	8	21	9	10	14	2	2	1	13	4	2	4	1	2	1	0	0	7	2	1	3	8	3	6	7	4	1	3	3	5	3	3	0	5	5	8	4	1	1	4	5	3	3	0	7	0	2	0	1	9	2	3	5
PD26410_2_chr3_chr3-60596-197846280-gain	0	1	0	2	1	0	0	1	2	2	0	2	2	0	1	4	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	1	3	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	3	0	0	0	1	0	1	2	0	0	1	1	1	0	0	1	1	0	0	1	1	0	1	5	0	1	0	2	4	0	1	2
PD26423_2_chr3_chr3-60596-197832778-gain	1	0	0	1	1	0	0	0	2	0	0	0	2	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	1	2	0	0	1	1	2	0	1	1	1	1	0	1	1	1	0	0	2	0	0	0	1	0	0	0	1	1	0	0	0	2	0	1	1	0	0	1	0	0	0	1	0	0	1	0	2	2	0	0	1	2	0	0	1	0	1	0	0	3	1	0	0
PD26423_1_chr3_chr3-60596-197832778-gain	4	0	1	3	1	4	0	6	3	0	1	2	5	2	2	7	2	3	1	4	1	0	0	0	3	0	0	1	1	5	0	4	4	6	8	5	6	1	9	8	1	6	6	7	7	10	2	9	2	2	1	3	0	0	1	4	0	1	1	5	2	0	1	1	5	3	2	2	1	2	0	1	2	0	1	2	4	0	0	2	2	1	3	0	0	0	1	0	1	1	1	2	1	0	1	3
PD26415_2_chr3_chr3-60799-197842358-LOH	0	1	0	1	0	1	0	2	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	2	0	0	2	0	0	0	0	1	3	0	0	0	2	1	1	1	1	1	1	1	0	0	1	1	2	1	1	1	0	0	1	1	0	1	2	6	0	0	1	2	2	0	2	7
PD26415_1_chr3_chr3-60799-197842358-LOH	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	1	2	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	2	2	1	2	0	0	2	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
PD26407_1_chr3_chr3-60363-197842892-LOH	1	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	4	1	1	0	2	2	6	2	2	1	2	2	2	0	1	2	1	1	1	0	0	0	0	2	1	0	0	0	2	2	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
PD26407_2_chr3_chr3-60363-197842892-LOH	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	3	1	7	0	0	0	1	1	0	0	1	0	0	0	2	0	1	1	1	3	0	0	0	0	1	0	0	1	1	0	1	3	2	1	1	1	2	1	0	0	0	1	0	1	2	0	0	0	3	0	1	0	1	0	1	6	0	0	0	0	4	0	0	2
PD26432_1_chr3_chr3-60596-173503973-gain_2	3	2	0	3	1	1	2	4	3	3	2	1	4	3	1	6	3	1	0	1	0	1	0	2	0	0	0	1	1	1	0	2	5	2	7	3	4	3	7	4	2	2	5	0	5	3	1	2	4	2	0	3	3	0	3	4	0	0	0	3	3	2	5	1	8	5	5	7	1	4	6	1	5	5	4	2	2	4	1	4	7	1	2	3	6	1	4	11	1	0	1	3	11	2	2	7
PD26432_2_chr3_chr3-60596-173503973-gain_2	1	0	2	0	5	1	0	0	2	1	0	3	4	2	0	6	1	0	0	1	0	0	1	0	0	2	0	1	0	0	0	1	2	1	6	2	2	0	4	2	2	1	2	1	5	4	5	7	2	0	4	3	1	0	0	1	0	0	1	1	3	0	3	4	5	2	1	6	1	2	1	6	5	0	2	1	3	0	3	2	12	1	1	3	7	1	3	9	1	0	0	5	16	4	2	9
V0D57M_1_chr3_chr3-9500947-74387612-gain	4	1	0	1	1	1	0	1	1	2	0	2	1	1	0	0	2	0	2	1	0	0	0	0	0	0	0	0	1	0	0	5	5	2	4	4	7	1	3	0	0	2	2	0	6	4	2	5	0	2	2	1	0	1	1	4	1	0	1	0	1	1	0	3	1	1	4	4	3	2	0	2	0	3	0	2	1	1	0	0	1	3	1	2	0	0	2	2	1	0	1	0	2	0	2	3
V0D57M_2_chr3_chr3-9500947-74387612-gain	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD26412_2_chr3_chr3-82010-197842892-gain	3	1	0	0	3	0	0	4	3	2	0	0	2	2	0	4	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	3	2	9	2	3	1	4	5	3	1	2	6	1	2	5	2	4	0	0	2	3	1	0	2	0	0	1	1	2	0	1	0	3	3	0	6	1	5	6	6	3	1	2	2	2	2	0	5	4	1	1	4	1	1	2	14	0	1	1	1	5	0	3	6
MMRC01Q1BM_1_chr3_chr3-61466-90497467-gain	4	3	1	1	2	2	0	0	2	3	0	4	6	1	0	3	0	3	1	1	1	1	0	0	0	2	0	0	2	1	0	3	1	3	2	3	3	0	1	5	3	5	2	2	3	4	0	4	1	1	3	1	0	2	0	0	3	1	0	0	4	0	2	1	3	3	4	2	1	0	1	0	1	1	3	1	2	4	1	2	3	0	3	1	0	1	1	2	1	0	1	0	2	3	0	1
MMRC01Q1BM_2_chr3_chr3-61466-90497467-gain	1	2	0	1	2	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1
MMRC006BBM_1_chr3_chr3-103827460-144704196-gain_2	1	3	1	1	3	0	0	0	1	0	0	0	6	4	1	5	2	1	0	0	1	0	0	1	1	1	0	0	9	1	0	12	1	1	1	1	0	3	1	1	2	0	2	0	48	9	3	31	2	2	1	4	1	1	2	3	1	0	1	2	7	2	1	1	1	0	0	1	1	0	1	0	0	0	1	0	1	1	0	2	0	0	0	0	3	0	1	1	0	0	0	0	1	0	1	3
MMRC006BBM_2_chr3_chr3-103827460-144704196-gain_2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
PD26404_1_chr3_chr3-82187637-197842892-gain	3	3	0	1	1	2	1	1	1	0	0	0	3	0	0	2	2	0	0	2	0	1	0	1	0	1	0	0	1	0	0	0	8	3	5	2	3	1	2	1	3	2	5	3	2	3	2	2	2	0	0	3	0	0	0	4	1	0	0	0	2	0	2	1	2	0	1	5	1	1	1	4	4	1	0	4	1	0	0	5	1	0	0	0	1	0	1	4	0	1	0	1	0	0	0	6
PD26412_1_chr3_chr3-82010-197842892-gain	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	3	0	0	0	1	1	0	0	0	2	3	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	1	1	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PD26404_2_chr3_chr3-82187637-197842892-gain	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	3	0	0	1	3	0	1	3	0	0	0	0	1	0	0	2
PD26426_1_chr3_chr3-61113-164239139-gain	7	8	0	6	15	6	2	11	13	3	1	11	17	15	2	25	3	0	0	4	3	2	0	4	3	0	1	1	5	3	0	9	12	7	18	7	11	8	8	13	2	7	21	8	12	4	6	10	4	4	5	11	4	4	4	8	3	2	4	4	8	7	4	8	21	5	12	13	4	9	4	5	10	4	5	10	6	10	5	4	3	1	4	5	2	3	1	16	1	2	3	0	4	1	2	1
PD26426_2_chr3_chr3-61113-164239139-gain	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	1	0	1	2	1	0	1	1	1	0	3	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	2	0	1	0	2	0	1	1	0	1	1	1	2	0	0	0	0	1	0	0	2	0	0	0	2	4	0	1	4
PD26426_2_chr3_chr3-164335107-197742603-gain	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
V0D57M_1_chr3_chr3-139108716-197845233-gain	5	2	0	4	1	0	0	2	0	0	0	2	4	2	0	3	0	2	0	3	2	0	0	1	0	1	0	3	2	2	0	1	3	1	4	5	6	0	1	2	2	1	5	2	12	5	1	7	1	0	1	4	0	1	2	1	1	0	0	0	6	1	0	3	3	1	1	3	1	0	1	0	0	1	1	1	1	1	3	2	2	0	1	1	2	3	0	1	0	1	1	1	2	2	0	2
V0D57M_2_chr3_chr3-139108716-197845233-gain	0	0	1	0	0	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
PD26426_1_chr4_chr4-81303-23381399-LOH	1	1	0	0	0	2	0	2	0	1	1	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	3	2	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	2	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0
PD26426_1_chr4_chr4-172582692-190790246-LOH	2	2	0	0	1	1	0	1	1	1	0	3	0	2	0	4	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	3	1	0	0	1	0	1	0	3	1	0	0	1	1	0	2	2	1	0	3	0	1	0	0	0	0	0	0	0	1	0	2	1	0	2	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MMRC006BBM_1_chr4_chr4-97884-85252666-gain	4	4	0	5	8	3	0	2	3	2	2	0	16	1	0	9	0	0	1	2	3	2	0	5	1	1	1	1	18	2	3	21	4	1	3	6	5	5	1	8	3	1	3	2	81	18	9	38	1	2	5	4	3	1	3	3	1	2	3	2	5	3	1	3	2	4	0	2	0	2	0	1	4	2	3	3	2	3	1	3	1	0	1	1	2	2	1	2	1	0	3	0	4	1	1	2
V0D56W_1_chr4_chr4-1736252-190790246-gain	9	6	0	6	11	4	0	6	3	2	0	2	5	6	2	7	6	0	1	2	3	1	0	5	1	0	1	1	6	1	0	9	7	3	5	4	7	5	4	5	4	6	1	8	32	19	4	22	5	3	7	9	2	2	7	3	1	0	0	2	9	1	4	4	10	6	10	9	1	2	3	8	4	2	3	6	11	3	2	2	5	0	1	4	3	2	1	8	1	0	4	3	12	1	3	3
V0D56W_2_chr4_chr4-1736252-190790246-gain	3	1	0	2	0	0	1	1	0	0	0	0	1	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	2	1	1	1	0	0	2	1	1	1	1	2	3	1	1	3	1	0	1	0	0	0	0	1	1	1	0	0	2	1	2	1	1	1	0	2	0	0	0	0	2	0	1	1	5	0	1	2	2	1	1	3	0	2	0	0	5	0	2	2
PD26426_2_chr4_chr4-74264441-111311301-LOH	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
PD26426_2_chr4_chr4-172582692-190790246-LOH	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	3
PD26426_1_chr4_chr4-74264441-111311301-LOH	2	3	0	1	1	0	0	2	0	0	0	2	3	2	0	1	4	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	2	1	1	1	2	0	3	1	1	1	3	4	0	1	1	1	0	2	0	0	1	3	0	0	0	2	3	2	0	2	2	4	2	2	2	0	2	0	0	0	0	0	1	2	2	2	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	2
PD26423_2_chr4_chr4-48162658-190781874-gain	1	0	0	0	3	0	0	1	0	1	0	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	3	1	1	1	0	0	0	0	1	0	0	1	0	3	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	2	1	1	0	2	0	0	1	1	0	0	0	0	1	0	0	2	0	0	0	1	0	0	2	0	0	0	0	1	0	1	3
PD26423_1_chr4_chr4-48162658-190781874-gain	4	4	0	3	2	1	1	1	3	0	0	1	4	1	0	3	4	0	0	4	1	1	0	1	0	0	1	3	2	1	1	4	5	3	4	0	4	0	3	6	0	2	2	1	8	6	3	8	2	1	0	4	3	0	1	1	1	0	1	1	2	1	2	2	2	2	0	3	0	2	3	0	1	4	1	2	0	3	2	2	0	0	1	2	1	1	0	1	0	0	1	1	0	2	0	4
PD26426_2_chr4_chr4-81303-23381399-LOH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
MMRC006BBM_2_chr4_chr4-97884-85252666-gain	1	1	0	0	3	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	2	0	2	1	0	2	2	0	1	0	3	0	1	1	1	2	2	1	2	1	0	0	1	2	0	1	1	1	0	0	0	2	0	0	3	0	0	1	1	0	0	1	2	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1
PD26426_1_chr4_chr4-23399305-65322302-LOH	4	2	0	4	1	1	1	2	2	2	0	1	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	3	2	1	1	1	1	0	2	2	0	4	0	0	3	2	2	1	2	0	3	0	1	1	3	0	1	1	0	0	1	0	1	2	1	2	1	1	0	1	3	1	2	1	1	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	4	2
PD26426_2_chr4_chr4-23399305-65322302-LOH	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	1	3	1	0	0	0	1	1	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	2	3
PD26416_2_chr5_chr5-18848841-180706525-gain	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	1	1	0	0	0	0	0	0	0	4	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	2	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	1
PD26416_1_chr5_chr5-18848841-180706525-gain	5	4	2	4	2	5	0	3	2	3	0	1	6	1	0	4	4	3	0	0	1	1	0	0	1	1	0	0	3	4	0	1	3	1	5	6	4	3	2	6	2	0	3	3	10	4	4	6	0	1	4	7	2	0	5	1	1	0	2	2	0	0	0	2	6	1	4	4	0	2	1	2	0	0	1	2	3	0	3	3	4	1	0	3	4	0	0	2	0	0	1	0	0	0	1	2
PD26426_1_chr5_chr5-849504-46404791-gain	2	3	2	7	6	0	0	3	7	2	1	2	4	2	1	8	2	1	1	2	1	0	0	1	1	0	1	1	1	2	1	0	5	2	3	5	3	2	5	1	0	1	8	2	2	4	1	6	2	1	2	3	3	1	7	3	0	0	1	1	6	2	2	3	10	1	5	1	0	6	0	1	3	0	0	3	1	2	3	3	1	0	0	0	2	1	2	4	0	0	1	2	3	0	2	0
PD26400_1_chr5_chr5-849605-116646218-gain	6	0	0	5	6	2	1	4	1	2	0	3	2	2	0	1	0	1	0	2	0	1	0	1	1	0	0	1	2	0	1	5	7	2	4	7	3	3	3	2	2	3	2	4	2	6	1	9	3	1	5	5	3	3	5	4	0	2	1	4	3	1	2	7	5	3	2	5	4	4	4	4	3	1	3	3	1	2	3	2	0	0	3	2	1	2	1	8	0	1	1	1	4	2	4	13
PD26400_2_chr5_chr5-849605-116646218-gain	2	0	0	0	0	0	0	0	0	1	0	1	1	1	0	4	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	2	1	1	0	0	1	1	1	0	0	1	0	1	4	0	1	1	0	0	0	2	0	0	0	1	0	2	0	0	2	2	1	0	2	0	1	1	0	0	0	0	0	3	2	1	0	4	1	1	7	0	0	1	2	0	2	7	1	2	1	9	5	0	1	5
MMRC01YHBM_1_chr5_chr5-874001-180685900-gain	6	1	1	1	1	1	0	1	3	0	1	1	4	2	0	2	1	0	0	0	1	1	1	0	1	0	1	0	3	0	1	2	7	0	6	2	3	2	3	1	6	1	5	5	3	2	7	3	0	0	5	6	1	2	4	1	1	0	1	0	3	0	1	2	1	4	3	3	0	3	1	3	1	0	1	3	4	5	1	2	2	0	0	0	2	2	1	1	1	0	0	1	3	1	0	5
PD26408_1_chr5_chr5-850203-130150273-gain	4	1	0	1	1	0	0	1	2	1	0	1	1	0	1	4	0	0	0	1	1	0	0	2	0	1	0	0	2	0	0	1	4	2	5	3	0	3	2	2	0	1	4	2	7	3	0	6	1	2	1	2	0	0	1	4	1	0	0	3	1	1	3	2	0	0	2	1	3	1	1	1	1	1	0	1	2	1	0	2	2	1	0	0	1	0	1	2	0	0	1	2	8	0	0	4
PD26426_2_chr5_chr5-849504-46404791-gain	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	3	0	0	1	1	0	0	0	0	1	0	0	0
PD26408_2_chr5_chr5-850203-130150273-gain	0	2	0	0	0	1	0	2	0	0	0	0	2	1	1	2	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	3	1	3	0	7	1	1	0	0	2	0	2	0	3	0	0	0	0	1	1	0	0	2	0	2	4	3	1	1	1	2	1	1	2	2	1	0	0	2	0	0	0	3	1	0	2	2	1	1	2	0	1	0	3	7	0	1	5
MMRC023ZBM_1_chr5_chr5-866615-163686604-gain	8	9	2	7	12	3	1	7	6	1	0	4	6	0	0	6	5	3	0	1	11	3	0	8	2	4	0	7	11	5	0	5	18	8	7	11	11	9	4	12	10	9	5	11	17	13	3	22	7	1	5	12	2	2	1	4	4	0	1	6	7	1	6	11	13	3	0	8	6	2	5	9	2	6	3	5	12	3	0	10	1	2	3	6	6	1	2	6	6	1	2	3	20	2	3	11
MMRC0244BM_2_chr5_chr5-142821164-180708152-gain	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	2	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	2	0	1	0	1	0	1	1	1	3	0	0	1	0	0	0	1	0	0	2	2	0	0	0	0	0	0	1	3	0	0	1
PD26404_1_chr5_chr5-849504-180658843-gain	3	5	3	3	7	0	1	4	1	3	1	0	5	2	0	3	1	3	0	1	0	1	0	1	0	1	1	1	2	1	0	4	6	3	10	3	7	4	4	4	2	4	5	6	7	8	6	9	4	0	1	2	0	1	2	3	0	1	2	1	1	1	2	0	7	3	7	2	4	6	1	5	3	3	4	7	5	2	0	5	6	1	0	2	0	0	0	3	1	0	0	2	5	2	1	5
PD26404_2_chr5_chr5-849504-180658843-gain	2	1	0	0	0	1	0	2	1	0	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1	1	0	1	2	1	0	0	0	0	1	5	1	0	1	1	2	0	0	1	0	1	0	1	0	6	1	2	0	2	2	1	2	4	0	2	0	0	0	1	0	1	4	1	1	3	0	0	2	1	1	2	0	0	1	0	0	3	2	0	1
MMRC023ZBM_2_chr5_chr5-866615-163686604-gain	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	2	0	3	1	3	0	0	1	0	1	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
MMRC0244BM_1_chr5_chr5-142821164-180708152-gain	2	0	0	0	2	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	1	1	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
MMRC01YHBM_2_chr5_chr5-874001-180685900-gain	0	1	0	0	2	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	2	0	2	1	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	4	1	0	0	0	1	0	0	1
PD26400_1_chr5_chr5-137243696-180632334-gain	0	0	1	0	1	1	0	2	0	1	0	1	1	0	0	2	0	1	0	1	0	0	0	1	1	0	0	1	1	1	0	1	3	0	2	3	1	1	1	0	0	1	0	0	2	4	1	2	1	0	0	4	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	3	1	1	1	1	0	2	1	2	0	1	1	0	0	0	0	0	0	0	0	2	0	0	1	2	2	1	0	3
PD26400_2_chr5_chr5-137243696-180632334-gain	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	1	0	1	1	0
MMRC02GIBM_1_chr5_chr5-852207-180706525-gain	3	6	1	2	2	2	0	1	1	1	0	3	2	6	1	7	1	2	0	2	1	0	0	1	1	1	0	1	0	1	1	2	8	3	6	5	1	4	2	5	3	2	10	2	5	11	3	10	2	1	6	4	1	0	1	1	1	2	2	0	3	1	2	4	8	1	4	7	2	3	5	6	1	3	1	3	3	7	3	4	4	1	2	1	5	0	1	5	2	1	2	4	6	1	0	6
